date,high,low,place,weather,wind,wind_level
2022-05-01,23,12,寿宁,晴,西南风,3
2022-04-01,9,3,寿宁,小雨,北风,2
2022-06-01,25,19,寿宁,阴,西南风,1
2022-07-01,26,21,寿宁,小雨到中雨,东风,3
2022-08-01,33,22,寿宁,多云,北风,2
2022-09-01,26,17,寿宁,小雨,西北风,2
2022-10-01,30,18,寿宁,晴,西风,2
2022-11-01,15,11,寿宁,小雨,东风,2
2022-12-01,5,3,寿宁,小雨,北风,1
2023-01-01,11,7,寿宁,多云,东风,1
2023-02-01,16,6,寿宁,多云,东风,2
2023-03-01,19,5,寿宁,晴~阴,北风,1
2023-04-01,20,10,寿宁,多云~阴,东风,2
2012-05-01,29,24,石狮,多云转阵雨,南风,3
2012-06-01,27,22,石狮,阴转多云,东北风,4
2012-07-01,32,26,石狮,多云,微风,2
2012-08-01,34,28,石狮,多云转阴,东北风,5
2012-09-01,32,27,石狮,多云,微风,2
2012-10-01,27,20,石狮,晴转多云,东北风,3
2012-11-01,23,16,石狮,多云,东北风,4
2012-12-01,18,15,石狮,中雨,东北风,4
2013-01-01,14,9,石狮,多云,微风,2
2013-02-01,24,14,石狮,多云转晴,微风,2
2013-03-01,23,11,石狮,阴转阵雨,微风~东北风,2
2013-04-01,20,15,石狮,阴转阵雨,东北风,3
2013-05-01,22,14,石狮,多云,东北风,5
2013-06-01,33,26,石狮,多云,微风,2
2013-07-01,33,27,石狮,多云转阵雨,微风,2
2013-08-01,34,27,石狮,多云,微风,2
2013-09-01,30,25,石狮,阴转多云,微风,2
2013-10-01,30,25,石狮,多云,微风,2
2013-11-01,28,21,石狮,多云转阴,东北风,4
2013-12-01,20,10,石狮,晴,东北风,3
2014-01-01,19,9,石狮,晴转多云,微风,2
2014-02-01,25,14,石狮,晴,微风,2
2014-03-01,22,14,石狮,多云,微风,2
2014-04-01,20,14,石狮,阵雨转多云,东北风,3
2014-05-01,24,17,石狮,中雨转阵雨,东北风,3
2014-06-01,30,24,石狮,多云,微风,2
2014-07-01,33,27,石狮,多云,南风,1
2014-08-01,35,28,石狮,多云,微风,2
2014-10-01,31,25,石狮,多云,微风,2
2014-11-01,29,22,石狮,多云,微风,2
2014-12-01,21,15,石狮,小雨,东北风,4
2014-09-01,34,26,石狮,多云,微风,2
2015-01-01,14,10,石狮,晴转多云,东北风,4
2015-02-01,14,8,石狮,多云,东北风,4
2015-03-01,16,13,石狮,阴,东北风,3
2015-04-01,30,21,石狮,多云,微风,2
2015-05-01,26,20,石狮,阴转多云,微风,2
2015-06-01,29,23,石狮,中雨~小雨,微风,2
2015-07-01,34,27,石狮,多云,微风,2
2015-08-01,34,25,石狮,多云~晴,微风,2
2015-09-01,26,24,石狮,中雨~阵雨,微风,2
2015-10-01,30,23,石狮,阵雨,微风,2
2016-01-01,18,11,石狮,多云,微风,2
2015-11-01,23,18,石狮,阴~多云,微风,2
2015-12-01,24,16,石狮,阴,微风,2
2016-02-01,11,8,石狮,小雨,微风,2
2016-03-01,16,8,石狮,晴,微风,2
2016-04-01,25,18,石狮,多云~阴,微风,2
2016-05-01,25,19,石狮,阵雨,微风,2
2016-06-01,34,26,石狮,多云,微风,2
2016-07-01,33,26,石狮,阴~晴,微风,2
2016-08-01,35,28,石狮,阵雨,微风,2
2016-09-01,32,26,石狮,阵雨,南风,3
2016-10-01,32,25,石狮,多云,东风,3
2016-11-01,23,17,石狮,阴,东北风,3
2016-12-01,20,15,石狮,阴,东北风,4
2017-01-01,22,15,石狮,多云,东风,2
2017-02-01,17,10,石狮,多云,东北风,5
2017-03-01,21,10,石狮,晴,东南风,2
2017-04-01,19,10,石狮,多云,东风,4
2017-05-01,27,20,石狮,多云,东南风,4
2017-06-01,31,25,石狮,雷阵雨,西南风,5
2017-07-01,30,26,石狮,阵雨,西南风,2
2017-08-01,28,26,石狮,中雨,南风,3
2017-09-01,32,26,石狮,阴,东北风,4
2017-10-01,35,26,石狮,晴,东风,2
2017-11-01,25,18,石狮,多云,东北风,3
2017-12-01,19,15,石狮,风,东北风,6
2018-01-01,17,11,石狮,晴,东北风,5
2018-02-01,10,6,石狮,晴,东北风,5
2018-04-01,27,17,石狮,晴,东北风,3
2018-03-01,22,15,石狮,多云,东北风,3
2018-05-01,30,23,石狮,多云,西南风,3
2018-06-01,27,21,石狮,小雨到中雨,东北风,5
2018-07-01,29,26,石狮,阴,南风,2
2018-08-01,35,27,石狮,多云,南风,2
2018-09-01,31,25,石狮,多云,西南风,2
2018-10-01,30,21,石狮,晴,东北风,4
2018-11-01,21,13,石狮,中雨到大雨,东北风,6
2018-12-01,23,16,石狮,晴,东北风,2
2019-01-01,16,12,石狮,多云,东北风,5
2019-02-01,17,10,石狮,多云,东北风,5
2019-03-01,17,12,石狮,多云,东北风,4
2019-04-01,19,12,石狮,风,东北风,5
2019-05-01,24,18,石狮,多云,东北风,4
2019-06-01,27,24,石狮,多云转雨,东南风,3
2019-07-01,33,27,石狮,多云,南风,2
2019-08-01,32,25,石狮,阴转雨,南风,2
2019-09-01,33,26,石狮,阴,东北风,4
2019-10-01,34,25,石狮,晴转多云,西南风,3
2019-11-01,27,19,石狮,风,东北风,5
2019-12-01,24,16,石狮,多云转晴,北风,2
2020-01-01,18,10,石狮,晴,东北风,4
2020-02-01,16,8,石狮,晴,东北风,4
2020-03-01,24,14,石狮,多云转风,东北风,3
2020-04-01,22,15,石狮,阴转风,东北风,4
2020-05-01,29,19,石狮,小雨转多云,东风,2
2020-06-01,30,23,石狮,阴,南风,3
2020-07-01,33,27,石狮,多云,西南风,3
2020-08-01,34,27,石狮,多云,东风,2
2020-09-01,35,26,石狮,晴,西南风,3
2020-10-01,27,21,石狮,晴,东北风,4
2020-11-01,27,20,石狮,晴,东北风,4
2020-12-01,17,15,石狮,风,东北风,5
2021-01-01,11,5,石狮,晴,东北风,4
2021-02-01,23,13,石狮,晴,南风,2
2021-03-01,27,13,石狮,晴,西南风,3
2021-04-01,26,20,石狮,阴,南风,3
2021-05-01,31,20,石狮,多云,西南风,3
2021-06-01,29,23,石狮,阴,东北风,2
2021-07-01,31,26,石狮,多云,西南风,4
2021-08-01,33,24,石狮,阴,西南风,2
2021-09-01,35,25,石狮,多云,东北风,3
2021-10-01,33,24,石狮,多云,东风,2
2021-11-01,19,19,石狮,多云,西北风,2
2021-12-01,17,10,石狮,晴,东风,4
2022-01-01,20,12,石狮,晴,北风,1
2022-02-01,12,10,石狮,中雨,东北风,3
2022-03-01,21,15,石狮,多云,东北风,2
2022-04-01,17,12,石狮,风,东北风,3
2022-05-01,19,13,石狮,小雨,东北风,2
2022-06-01,30,24,石狮,多云,西南风,3
2022-07-01,32,25,石狮,小雨,东北风,3
2022-08-01,36,26,石狮,阴,西南风,2
2022-09-01,31,26,石狮,阴,东北风,2
2022-10-01,32,25,石狮,晴,东风,2
2022-11-01,22,19,石狮,多云,东北风,3
2022-12-01,16,13,石狮,多云,北风,3
2023-01-01,16,13,石狮,多云,东北风,2
2023-02-01,20,12,石狮,多云,东北风,1
2023-03-01,20,14,石狮,雾~多云,东北风,5
2023-04-01,20,15,石狮,雾~多云,东北风,3
2011-01-01,16,5,上杭,晴~多云,无持续风向,1
2011-02-01,16,5,上杭,多云,无持续风向,1
2011-03-01,20,11,上杭,阵雨~阴,无持续风向,1
2011-04-01,30,14,上杭,多云,无持续风向,1
2011-05-01,25,20,上杭,中到大雨,无持续风向,1
2011-06-01,32,21,上杭,多云,无持续风向,1
2011-07-01,33,23,上杭,多云,无持续风向,1
2011-08-01,34,24,上杭,多云,无持续风向,1
2011-09-01,26,23,上杭,中到大雨~中雨,无持续风向,1
2011-10-01,27,19,上杭,阵雨~阴,无持续风向,1
2011-11-01,28,15,上杭,多云,无持续风向,1
2011-12-01,15,7,上杭,小雨,无持续风向,1
2012-01-01,17,10,上杭,多云,无持续风向,1
2012-02-01,17,5,上杭,晴~多云,无持续风向,1
2012-03-01,17,12,上杭,阵雨,无持续风向,1
2012-04-01,26,19,上杭,中雨,微风,2
2012-05-01,31,22,上杭,中雨,微风,2
2012-06-01,30,22,上杭,多云转阵雨,微风,2
2012-07-01,35,24,上杭,多云转晴,微风,2
2012-08-01,33,24,上杭,多云转阴,微风,2
2012-09-01,34,24,上杭,多云转阵雨,微风,2
2012-10-01,28,17,上杭,多云,微风,2
2012-11-01,26,10,上杭,多云转晴,微风,2
2012-12-01,16,12,上杭,中雨,微风,2
2013-01-01,13,1,上杭,晴转多云,微风,2
2013-02-01,24,12,上杭,多云转阴,微风,2
2013-03-01,24,11,上杭,阵雨转中雨,微风,2
2013-04-01,24,17,上杭,阴转中雨,微风,2
2013-05-01,23,16,上杭,阴,微风,2
2013-06-01,35,24,上杭,多云,微风,2
2013-07-01,35,25,上杭,阵雨,微风,2
2013-08-01,34,25,上杭,多云转阵雨,微风,2
2013-09-01,32,23,上杭,阵雨转多云,微风,2
2013-10-01,31,22,上杭,阴,微风,2
2013-11-01,29,18,上杭,多云,微风,2
2013-12-01,20,4,上杭,晴转多云,微风,2
2014-01-01,18,3,上杭,晴,微风,2
2014-02-01,26,10,上杭,多云,微风,2
2014-03-01,23,16,上杭,阴转阵雨,微风,2
2014-04-01,25,18,上杭,阵雨转阴,微风,2
2014-05-01,22,17,上杭,中雨转小雨,微风,2
2014-06-01,34,24,上杭,多云,微风,2
2014-07-01,35,26,上杭,多云,东南风,1
2014-08-01,36,25,上杭,多云,微风,2
2014-09-01,36,24,上杭,多云,微风,2
2014-10-01,32,23,上杭,阴,微风,2
2014-11-01,31,21,上杭,多云转阴,微风,2
2014-12-01,18,13,上杭,阴转小雨,微风,2
2015-01-01,17,3,上杭,晴,微风,2
2015-02-01,14,7,上杭,阴,微风,2
2015-03-01,17,11,上杭,阵雨转阴,微风,2
2015-04-01,32,20,上杭,多云,微风,2
2015-05-01,29,21,上杭,阵雨,微风,2
2015-06-01,33,24,上杭,阵雨~多云,微风,2
2015-07-01,35,26,上杭,多云,微风,2
2015-08-01,35,24,上杭,多云,微风,2
2015-09-01,28,24,上杭,大雨~阵雨,微风,2
2015-10-01,27,20,上杭,中雨~阴,微风,2
2015-11-01,21,15,上杭,小雨,微风,2
2015-12-01,23,16,上杭,阴~多云,微风,2
2016-01-01,20,10,上杭,多云,微风,2
2016-02-01,10,5,上杭,中雨,微风,2
2016-03-01,24,7,上杭,晴,微风,2
2016-04-01,27,19,上杭,阴,微风,2
2016-05-01,25,20,上杭,阵雨~阴,微风,2
2016-07-01,34,25,上杭,阵雨~阴,微风,2
2016-06-01,36,26,上杭,多云,微风,2
2016-08-01,36,25,上杭,雷阵雨,微风,2
2016-09-01,31,24,上杭,中雨,南风,1
2016-10-01,30,22,上杭,雷阵雨,西风,1
2016-11-01,21,16,上杭,多云,西北风,3
2016-12-01,21,11,上杭,晴,西风,2
2017-01-01,25,10,上杭,晴,北风,1
2017-02-01,18,10,上杭,多云,西北风,2
2017-03-01,22,6,上杭,晴,北风,3
2017-04-01,21,9,上杭,晴,西北风,2
2017-05-01,28,21,上杭,多云,东南风,3
2017-06-01,31,24,上杭,中雨,东南风,2
2017-07-01,32,24,上杭,雷阵雨,东南风,2
2017-08-01,31,25,上杭,中雨,东南风,2
2017-09-01,34,24,上杭,小雨,西北风,1
2017-10-01,36,24,上杭,阴,南风,1
2017-11-01,26,12,上杭,晴,北风,1
2017-12-01,19,14,上杭,多云,北风,2
2018-01-01,20,8,上杭,晴,东风,1
2018-02-01,11,1,上杭,晴,北风,2
2018-03-01,28,12,上杭,多云,东南风,2
2018-04-01,28,16,上杭,雨,南风,1
2018-05-01,32,22,上杭,雨,南风,2
2018-06-01,28,23,上杭,小雨到中雨,北风,1
2018-07-01,33,23,上杭,中雨,南风,2
2018-08-01,32,24,上杭,小雨到中雨,西北风,1
2018-09-01,28,20,上杭,多云,南风,2
2018-10-01,29,15,上杭,晴,东北风,2
2018-11-01,20,11,上杭,小雨,东北风,2
2018-12-01,22,12,上杭,晴,东风,1
2019-01-01,17,8,上杭,多云,北风,2
2019-02-01,20,8,上杭,多云,北风,2
2019-03-01,23,14,上杭,晴,南风,1
2019-04-01,20,12,上杭,多云,东北风,1
2019-05-01,25,17,上杭,多云,北风,2
2019-06-01,26,22,上杭,小雨到中雨,南风,1
2019-07-01,33,24,上杭,阴转多云,东南风,1
2019-08-01,29,22,上杭,阴转雨,东南风,2
2019-09-01,32,19,上杭,阴,东北风,1
2019-10-01,31,21,上杭,晴,西北风,2
2019-11-01,29,18,上杭,多云,东北风,1
2019-12-01,21,10,上杭,晴转多云,西北风,2
2020-01-01,22,10,上杭,晴,东风,1
2020-02-01,18,5,上杭,晴转多云,东南风,1
2020-03-01,24,15,上杭,晴转多云,西北风,2
2020-04-01,25,14,上杭,阴,西北风,2
2020-05-01,31,18,上杭,阴,南风,2
2020-06-01,29,20,上杭,多云,南风,1
2020-07-01,33,23,上杭,阴,南风,2
2020-08-01,34,23,上杭,阴,东南风,2
2020-09-01,34,21,上杭,晴,西北风,2
2020-10-01,28,19,上杭,多云,东风,1
2020-11-01,24,13,上杭,晴,北风,1
2020-12-01,18,12,上杭,多云,北风,2
2021-01-01,14,0,上杭,晴,北风,2
2021-02-01,24,8,上杭,晴,西南风,2
2021-03-01,24,7,上杭,阴到小雨,西南风,2
2021-04-01,33,21,上杭,晴,南风,2
2021-05-01,34,19,上杭,多云,东北风,1
2021-06-01,28,23,上杭,小雨到大雨,南风,2
2021-07-01,32,23,上杭,阴,西南风,1
2021-08-01,32,24,上杭,小雨转阴,西北风,1
2021-09-01,36,23,上杭,晴,东南风,1
2021-10-01,31,23,上杭,晴,西风,2
2021-11-01,24,16,上杭,阴,东风,2
2021-12-01,17,5,上杭,多云,东风,2
2022-01-01,20,7,上杭,多云,西北风,1
2022-02-01,10,6,上杭,小雨,东风,1
2022-03-01,25,15,上杭,多云,西南风,3
2022-04-01,16,10,上杭,多云,东北风,3
2022-05-01,19,9,上杭,小雨到大雨,北风,2
2022-06-01,29,22,上杭,中雨到大雨,西南风,2
2022-07-01,33,24,上杭,多云,东风,1
2022-08-01,36,26,上杭,多云,西风,2
2022-09-01,29,23,上杭,多云,东风,2
2022-10-01,34,23,上杭,晴,东南风,2
2022-11-01,22,15,上杭,多云,北风,3
2022-12-01,7,5,上杭,多云,西北风,2
2023-01-01,20,8,上杭,雾,东北风,2
2023-02-01,23,12,上杭,多云,东北风,1
2023-03-01,24,9,上杭,雾~晴,东风,1
2023-04-01,21,17,上杭,雾~阴,东南风,1
2011-02-01,8,6,三明,阵雨~阴,无持续风向,1
2011-03-01,16,10,三明,阵雨~阴,无持续风向,1
2011-04-01,26,14,三明,多云,无持续风向,1
2011-05-01,24,18,三明,大到暴雨~暴雨,无持续风向,1
2011-06-01,33,22,三明,多云~阴,无持续风向,1
2011-07-01,34,25,三明,多云,无持续风向,1
2011-08-01,36,23,三明,雷阵雨~阵雨,无持续风向,1
2011-09-01,27,23,三明,中雨~小到中雨,无持续风向,1
2011-10-01,26,22,三明,阵雨~阴,无持续风向,1
2011-11-01,26,17,三明,多云,无持续风向,1
2011-12-01,11,7,三明,小雨,无持续风向,1
2012-01-01,16,9,三明,多云~阴,无持续风向,1
2012-02-01,12,4,三明,多云~阴,无持续风向,1
2012-03-01,23,14,三明,阵雨~中雨,无持续风向,1
2012-04-01,24,20,三明,中到大雨转中雨,微风,2
2012-05-01,31,21,三明,中雨转中到大雨,微风,2
2012-06-01,27,21,三明,多云转雷阵雨,微风,2
2012-07-01,34,25,三明,多云转晴,微风,2
2012-08-01,33,23,三明,多云,微风,2
2012-09-01,33,25,三明,阵雨,微风,2
2012-10-01,27,14,三明,晴转多云,微风,2
2012-11-01,21,12,三明,多云,微风,2
2012-12-01,16,13,三明,小到中雨,微风,2
2013-01-01,11,1,三明,多云转晴,微风,2
2013-02-01,20,11,三明,多云转阴,微风,2
2013-03-01,26,16,三明,阴转小雨,微风,2
2013-04-01,20,13,三明,阴转阵雨,微风,2
2013-05-01,25,18,三明,阵雨转阴,微风,2
2013-06-01,33,24,三明,阴转雷阵雨,微风,2
2013-07-01,36,25,三明,多云,微风,2
2013-08-01,36,25,三明,多云,微风,2
2013-09-01,33,22,三明,多云,微风,2
2013-10-01,31,23,三明,多云,微风,2
2013-11-01,27,16,三明,多云,微风,2
2013-12-01,18,3,三明,晴,微风,2
2014-01-01,18,2,三明,晴,微风,2
2014-02-01,26,11,三明,晴转多云,微风,2
2014-03-01,19,14,三明,阴转小雨,微风,2
2014-04-01,22,14,三明,阵雨,微风,2
2014-05-01,26,15,三明,小雨,微风,2
2014-06-01,34,24,三明,阵雨,微风,2
2014-07-01,35,25,三明,多云转小雨,东北风,1
2014-08-01,35,25,三明,多云,微风,2
2014-09-01,35,23,三明,多云,微风,2
2014-10-01,31,23,三明,小雨转阴,微风,2
2014-11-01,30,20,三明,多云,微风,2
2014-12-01,19,13,三明,小雨,微风,2
2015-01-01,14,2,三明,晴,微风,2
2015-02-01,12,6,三明,阴转多云,微风,2
2015-03-01,16,10,三明,小雨,微风,2
2015-04-01,33,19,三明,多云转晴,微风,2
2015-05-01,30,20,三明,多云转小雨,微风,2
2015-06-01,33,24,三明,小雨~多云,微风,2
2015-07-01,36,25,三明,多云,微风,2
2015-08-01,36,25,三明,多云,微风,2
2015-09-01,27,22,三明,小雨,微风,2
2015-10-01,27,19,三明,小雨~阴,微风,2
2015-11-01,17,14,三明,小雨~阴,微风,2
2015-12-01,21,14,三明,阴,微风,2
2016-01-01,17,9,三明,多云,微风,2
2016-02-01,10,5,三明,小雨,微风,2
2016-03-01,21,6,三明,晴,微风,2
2016-04-01,29,16,三明,多云,微风,2
2016-05-01,25,19,三明,小雨~阴,微风,2
2016-06-01,36,25,三明,多云~小雨,微风,2
2016-08-01,36,25,三明,多云,微风,2
2016-09-01,30,24,三明,中雨,东风,2
2016-07-01,35,25,三明,多云,微风,2
2016-10-01,32,24,三明,阵雨,东北风,3
2016-11-01,19,15,三明,阴,东北风,2
2016-12-01,19,13,三明,多云,东北风,2
2017-01-01,21,9,三明,多云,东北风,1
2017-02-01,17,10,三明,阴,东风,2
2017-03-01,22,6,三明,晴,西北风,1
2017-04-01,21,9,三明,晴,东风,3
2017-06-01,30,23,三明,中雨,东北风,5
2017-05-01,29,20,三明,阴,东北风,3
2017-07-01,33,24,三明,阴,东北风,2
2017-08-01,30,25,三明,大雨,东北风,2
2017-09-01,33,23,三明,小雨,北风,2
2017-10-01,37,25,三明,多云,东南风,2
2017-11-01,25,13,三明,晴,东风,2
2017-12-01,16,11,三明,多云,北风,2
2018-01-01,15,7,三明,晴,东风,1
2018-02-01,9,-1,三明,晴,东北风,1
2018-03-01,27,10,三明,晴,东南风,1
2018-04-01,31,15,三明,多云,东风,1
2018-05-01,28,22,三明,雨,西南风,2
2018-06-01,23,21,三明,小雨转多云,东北风,2
2018-07-01,33,24,三明,雨,西南风,1
2018-08-01,34,25,三明,小雨到中雨,西风,1
2018-09-01,30,23,三明,多云,西南风,2
2018-10-01,30,17,三明,晴,东北风,1
2018-11-01,19,13,三明,阴,东风,2
2018-12-01,23,12,三明,多云,东北风,1
2019-01-01,12,5,三明,晴,北风,2
2019-02-01,17,7,三明,多云,北风,1
2019-03-01,21,14,三明,多云,东南风,1
2019-04-01,20,12,三明,晴,东北风,2
2019-05-01,24,16,三明,多云,北风,1
2019-06-01,27,23,三明,多云转雨,南风,1
2019-07-01,32,27,三明,阴转雨,东风,1
2019-08-01,33,24,三明,阴转雨,东风,2
2019-09-01,33,24,三明,小雨到大雨,东北风,1
2019-10-01,34,23,三明,晴,西风,2
2019-11-01,27,15,三明,晴转多云,东北风,1
2019-12-01,18,10,三明,多云,西北风,2
2020-01-01,20,9,三明,晴,东北风,1
2020-02-01,17,4,三明,晴,东北风,1
2020-03-01,21,15,三明,阴转多云,西北风,1
2020-04-01,21,10,三明,阴转多云,北风,2
2020-06-01,30,22,三明,阴,东南风,1
2020-05-01,29,19,三明,阴,东南风,1
2020-07-01,34,25,三明,多云,东北风,1
2020-08-01,36,25,三明,多云,东风,1
2020-09-01,35,25,三明,多云,西风,1
2020-10-01,28,19,三明,多云,东风,1
2020-11-01,26,14,三明,晴,东北风,1
2020-12-01,18,11,三明,多云,东北风,2
2021-01-01,10,0,三明,晴,北风,1
2021-02-01,25,11,三明,晴,西南风,1
2021-03-01,23,11,三明,阴,西风,2
2021-04-01,32,21,三明,晴,西南风,1
2021-05-01,34,19,三明,晴,西南风,1
2021-06-01,28,23,三明,小雨,东南风,1
2021-09-01,35,25,三明,晴,东风,1
2021-08-01,33,23,三明,小雨,西风,1
2021-07-01,33,24,三明,多云,南风,1
2021-10-01,35,20,三明,晴,北风,1
2021-11-01,18,10,三明,霾,西北风,1
2021-12-01,17,3,三明,晴,东南风,1
2022-01-01,17,6,三明,多云,东北风,2
2022-02-01,9,8,三明,小雨,东北风,1
2022-03-01,22,14,三明,阴,西北风,2
2022-04-01,15,9,三明,小雨,北风,1
2022-05-01,18,14,三明,小雨,北风,1
2022-06-01,30,22,三明,多云,西南风,2
2022-07-01,34,25,三明,多云,东风,4
2022-08-01,38,26,三明,小雨,南风,1
2022-09-01,35,23,三明,多云,西北风,3
2022-10-01,37,24,三明,晴,东南风,1
2022-11-01,21,16,三明,多云,东北风,3
2022-12-01,11,8,三明,小雨,西北风,2
2023-01-01,17,10,三明,雾,东南风,1
2023-02-01,19,13,三明,多云,东北风,2
2023-03-01,25,11,三明,晴~多云,北风,1
2023-04-01,22,16,三明,小雨~多云,南风,1
2014-10-01,24,31,三元,雷阵雨,东北偏东1-2级,东北偏东1
2014-11-01,17,30,三元,多云~阴,北1-2级,北1
2014-12-01,7,16,三元,阵雨,北1-2级,北1
2015-02-01,4,13,三元,多云~晴,,
2015-03-01,9,13,三元,多云~晴,东北偏东1-2级,东北偏东1
2015-05-01,21,28,三元,阵雨~雷阵雨,西南1-2级,西南1
2015-06-01,24,30,三元,雷阵雨,,
2015-07-01,22,26,三元,阵雨~雷阵雨,北1-2级,北1
2015-08-01,24,36,三元,多云,无持续风向微风 ,无持续风向1
2015-09-01,23,29,三元,中雨~小雨,无持续风向微风 ,无持续风向1
2015-10-01,19,27,三元,小雨~阴,无持续风向微风 ,无持续风向1
2015-11-01,13,20,三元,晴,无持续风向 微风 ,无持续风向 1
2015-12-01,15,21,三元,阴,无持续风向 微风 ,无持续风向 1
2016-01-01,7,22,三元,多云,无持续风向 微风 ,无持续风向 1
2016-02-01,4,10,三元,小雨,无持续风向 微风 ,无持续风向 1
2016-03-01,6,21,三元,晴,无持续风向 微风 ,无持续风向 1
2016-04-01,13,30,三元,多云,无持续风向 微风 ,无持续风向 1
2016-05-01,32,21,三元,雷阵雨~中雨,暂无实况,
2016-06-01,36,25,三元,多云~小雨,暂无实况,
2016-07-01,35,25,三元,多云,暂无实况,
2016-08-01,36,25,三元,多云,暂无实况,2
2016-09-01,30,24,三元,中雨,东风,2
2016-10-01,32,24,三元,阵雨,东北风,3
2016-11-01,19,15,三元,阴,东北风,2
2016-12-01,19,13,三元,多云,东北风,2
2017-01-01,21,9,三元,多云,东北风,1
2017-02-01,17,10,三元,阴,东风,2
2017-03-01,22,6,三元,晴,西北风,1
2017-04-01,21,9,三元,晴,东风,3
2017-05-01,29,20,三元,阴,东北风,3
2017-06-01,30,23,三元,中雨,东北风,5
2017-07-01,33,24,三元,阴,东北风,2
2017-08-01,30,25,三元,大雨,东北风,2
2017-09-01,33,23,三元,小雨,北风,2
2017-10-01,37,25,三元,多云,东南风,2
2017-11-01,25,13,三元,晴,东风,2
2017-12-01,16,11,三元,多云,北风,2
2018-01-01,15,7,三元,晴,东风,2
2018-02-01,9,-1,三元,晴,东北风,2
2018-03-01,27,10,三元,晴,东南风,1
2018-04-01,31,15,三元,多云,东风,1
2018-05-01,30,22,三元,雨,西南风,2
2018-06-01,24,21,三元,小雨,北风,1
2018-07-01,33,24,三元,小雨,西南风,1
2018-08-01,34,25,三元,小雨到中雨,西风,1
2018-09-01,30,23,三元,多云,西南风,2
2018-10-01,30,17,三元,晴,东北风,1
2018-11-01,19,13,三元,小雨,东北风,2
2018-12-01,23,12,三元,多云,东风,1
2019-01-01,12,5,三元,多云,北风,2
2019-02-01,17,7,三元,多云,北风,1
2019-03-01,21,14,三元,多云,东南风,1
2019-04-01,20,12,三元,晴,东北风,2
2019-05-01,24,16,三元,多云,北风,1
2019-06-01,27,22,三元,多云转雨,南风,1
2019-07-01,32,26,三元,阴转雨,东风,1
2019-08-01,33,24,三元,阴转雨,东风,2
2019-09-01,33,24,三元,小雨到大雨,东北风,1
2019-10-01,34,23,三元,晴,西风,1
2019-11-01,27,15,三元,多云,东北风,1
2019-12-01,18,11,三元,多云,西北风,2
2020-01-01,20,9,三元,晴,东北风,1
2020-02-01,17,4,三元,晴转多云,东北风,1
2020-03-01,21,16,三元,阴转多云,西北风,1
2020-04-01,21,11,三元,小雨转多云,北风,2
2020-05-01,29,19,三元,阴,东南风,1
2020-06-01,30,22,三元,阴,南风,1
2020-07-01,34,25,三元,多云,东风,1
2020-08-01,36,25,三元,多云,东风,1
2020-09-01,35,25,三元,多云,西风,1
2020-10-01,28,19,三元,多云,东风,1
2020-11-01,26,16,三元,晴,东北风,1
2020-12-01,18,11,三元,多云,东北风,2
2021-01-01,10,0,三元,晴,北风,1
2021-02-01,25,11,三元,晴,西南风,1
2021-03-01,23,11,三元,阴,西风,2
2021-04-01,32,21,三元,晴,西南风,1
2021-05-01,34,19,三元,晴,南风,1
2021-06-01,28,23,三元,小雨,东南风,1
2021-07-01,32,22,三元,阴,南风,1
2021-08-01,33,23,三元,阴,西南风,1
2021-09-01,36,25,三元,晴,东风,1
2021-10-01,35,23,三元,晴,东北风,2
2021-11-01,20,16,三元,多云,东北风,2
2021-12-01,16,3,三元,晴,东北风,2
2022-02-01,9,8,三元,小雨,东北风,1
2022-01-01,17,5,三元,多云,东北风,2
2022-03-01,24,13,三元,阴,西北风,3
2022-04-01,13,8,三元,小雨,北风,3
2022-05-01,17,12,三元,小雨,北风,3
2022-06-01,30,23,三元,小雨,南风,2
2022-08-01,38,26,三元,小雨,南风,1
2022-07-01,35,26,三元,多云,东风,3
2022-09-01,35,23,三元,多云,北风,2
2022-10-01,37,24,三元,晴,东风,2
2022-11-01,21,16,三元,多云,东北风,2
2022-12-01,11,8,三元,小雨,北风,3
2023-01-01,17,10,三元,雾,东北风,2
2023-02-01,19,13,三元,多云,东风,2
2023-03-01,25,11,三元,晴,北风,1
2023-04-01,13,0,三元,阵雨,东南风,1
2011-02-01,9,5,顺昌,阵雨~阴,无持续风向,1
2011-03-01,15,9,顺昌,阵雨~阴,无持续风向,1
2011-04-01,27,12,顺昌,多云,无持续风向,1
2011-05-01,26,20,顺昌,中雨,无持续风向,1
2011-06-01,31,21,顺昌,阴~多云,无持续风向,1
2011-07-01,34,24,顺昌,多云~晴,无持续风向,1
2011-08-01,35,24,顺昌,雷阵雨~晴,无持续风向,1
2011-09-01,30,24,顺昌,阵雨,无持续风向,1
2011-10-01,26,19,顺昌,阵雨,无持续风向,1
2011-11-01,27,17,顺昌,多云,无持续风向,1
2011-12-01,13,4,顺昌,阴,无持续风向,1
2012-01-01,14,6,顺昌,多云~阴,无持续风向,1
2012-02-01,13,3,顺昌,多云~阴,无持续风向,1
2012-03-01,18,12,顺昌,阴~中雨,无持续风向,1
2012-04-01,22,20,顺昌,大到暴雨转中雨,微风,2
2012-05-01,26,21,顺昌,中雨转大到暴雨,微风,2
2012-06-01,27,22,顺昌,阵雨,微风,2
2012-07-01,35,24,顺昌,晴,微风,2
2012-08-01,35,24,顺昌,多云,微风,2
2012-09-01,34,24,顺昌,多云,微风,2
2012-10-01,27,15,顺昌,多云,微风,2
